0.1 0.1 23708 Ss
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I
0.0 0.0 0 I
0.0 0.0 0 S
0.0 0.0 0 S
0.2 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 SN
0.0 0.0 0 SN
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I
0.3 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I
0.0 0.0 0 I
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I
0.0 0.0 0 I
0.0 0.0 0 I
0.1 0.0 0 I<
0.0 0.0 0 I
0.0 0.0 0 I
0.0 0.0 0 I
0.2 0.0 0 S
0.0 0.0 0 I
0.0 0.0 0 S
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
0.0 0.0 0 I<
